ResponseID,Language,ID_Q1,ID_Q2,ID_Q3,ID_Q4,ID_Q5,ID_Q6,ID_Q7,ID_Q8,ID_Q9,ID_Q10,ID_Q11,ID_Q12,ID_Q13,ID_Q14_1,ID_Q14_2,ID_Q14_3,ID_Q14_4,ID_Q14_5,ID_Q15,ID_Q16,ID_Q17,ID_Q18_1,ID_Q18_2,ID_Q18_3,ID_Q18_4,ID_Q18_5,ID_Q18_6,ID_Q18_7,ID_Q19_1,ID_Q19_2,ID_Q19_3,ID_Q19_4,ID_Q19_5,ID_Q19_6,ID_Q19_7,ID_Q19_8,ID_Q19_9,ID_Q20_1,ID_Q20_2,ID_Q20_3,ID_Q20_4,ID_Q20_5,ID_Q20_6,ID_Q20_7,ID_Q20_8,ID_Q20_9,ID_Q21_1,ID_Q21_2,ID_Q21_3,ID_Q21_4,ID_Q21_5,ID_Q22_1,ID_Q22_2,ID_Q22_3,ID_Q22_4,ID_Q22_5,ID_Q22_6,ID_Q22_7,ID_Q23,ID_Q23_1,ID_Q23_2,ID_Q23_3,ID_Q23_4,ID_Q23_5,ID_Q23_6,ID_Q23_7,ID_Q23_8,ID_Q24,ID_Q25,ID_Q26,ID_Q27,ID_Q27_1,ID_Q27_2,ID_Q27_3,ID_Q27_4,ID_Q27_5,ID_Q27_6,ID_Q28_1,ID_Q28_2,ID_Q28_3,ID_Q29,ID_Q29_1,ID_Q29_2,ID_Q29_3,ID_Q30,ID_Q30_1,ID_Q30_2,ID_Q30_3,ID_Q30_4,ID_Q30_5,ID_Q30_6,ID_Q30_7,ID_Q30_8,ID_Q30_9,ID_Q30_10,ID_Q30_11,ID_Q30_12,ID_Q30_13,ID_Q30_14,ID_Q30_15,ID_Q31,ID_Q31_1,ID_Q31_2,ID_Q31_3,ID_Q31_4,ID_Q31_5,ID_Q31_6,ID_Q31_7,ID_Q31_8,ID_Q31_9,ID_Q31_10,ID_Q32,ID_Q32_1,ID_Q32_2,ID_Q32_3,ID_Q32_4,ID_Q32_5,ID_Q32_6,ID_Q32_7,ID_Q32_8,ID_Q32_9,ID_Q32_10,ID_Q32_11,ID_Q32_12,ID_Q32_13,ID_Q32_14,ID_Q33,ID_Q33_1,ID_Q33_2,ID_Q33_3,ID_Q33_4,ID_Q33_5,ID_Q34,ID_Q34_1,ID_Q34_2,ID_Q34_3,ID_Q34_4,ID_Q35,ID_Q35_1,ID_Q35_2,ID_Q35_3,ID_Q35_4,ID_Q36_1,ID_Q36_2,ID_Q36_3,ID_Q36_4,ID_Q36_5,ID_Q36_6,ID_Q36_7,ID_Q36_8,ID_Q36_9
R_2ar8GnZQYw50fju,1,1,Canada,74,0,4,2,0,2,3,3,8,1,3,10,10,3,0,0,7,10,1,7,6,7,10,10,5,7,6,5,5,0,7,5,4,8,4,5,5,7,6,6,7,9,3,8,9,9,9,9,9,8,NA,8,10,8,8,8,3,5,4,2,4,3,1,2,3,4,0,8,1.833333333,2,2,1,2,3,1,5,5,5,2,0,1,1,2.733333333,3,3,4,2,2,2,3,3,1,3,4,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.8,2,6,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
R_2as2suEa5q0R2OX,1,1,Canada,42,1,3,2,1,2,1,5,4,1,3,5,6,5,3,10,6,7,0,8,7,6,6,7,6,5,3,4,5,7,5,6,7,2,7,5,8,4,7,5,6,8,5,NA,4,5,5,6,4,7,NA,8,8,7,7,7,3.25,3,4,4,3,2,3,3,4,2,1,6,4.666666667,5,4,4,5,6,4,3,4,4,1,0,0,1,3.066666667,4,3,3,2,4,3,2,3,4,4,4,3,2,2,3,1.9,3,1,1,1,1,3,2,2,3,2,1.857142857,2,1,3,2,1,2,3,3,1,2,1,1,2,2,5.8,5,7,6,5,6,4.25,5,6,6,0,1,0,0,4,0,3,2,2,2,1,2,1,NA,NA
R_2ASX7YU4zU6NK3g,1,1,Canada,38,1,4,1,1,2,1,7,6,1,0,10,9,8,8,9,6,6,1,7,NA,8,9,9,9,7,8,9,9,7,9,9,8,9,8,8,7,8,9,7,9,8,NA,10,8,9,9,9,9,9,NA,7,10,7,10,9,4,4,4,4,4,4,5,3,4,1,1,6,4,4,4,3,4,3,6,3,4,4,2,0,1,1,3.6,3,4,3,3,4,4,4,4,3,4,3,4,3,4,4,1.5,1,2,1,3,1,2,2,1,1,1,2.142857143,2,1,1,2,3,2,3,2,3,4,2,2,1,2,5.8,6,6,5,6,6,8,7,8,8,9,8.25,8,8,9,8,3,3,3,3,3,3,3,NA,NA
R_2B9EzOYv3x5IHnv,1,1,Canada,56,0,3,4,1,1,4,7,10,1,3,5,5,0,0,10,0,0,0,0,0,0,0,0,0,0,10,10,10,5,10,7,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,5,5,5,5,5,5,5,5,5,2,0,7,3.5,1,7,1,4,4,4,3,4,5,3,1,1,1,3.533333333,4,4,4,4,3,4,5,3,3,3,5,3,3,2,3,2.6,3,3,2,3,3,3,3,2,2,2,3.571428571,4,4,2,4,4,4,4,2,4,4,4,2,4,4,10,10,10,10,10,10,3.75,5,5,2,3,0.75,3,0,0,0,4,4,4,4,3,4,0,NA,NA
R_2bJMoXTzuoTEeJv,1,1,Canada,84,0,3,2,1,2,3,5,9,1,3,8,10,10,9,4,7,6,0,8,8,8,9,9,10,8,9,9,9,8,8,6,10,6,10,7,8,8,8,7,5,8,2,8,9,9,8,8,8,10,NA,9,9,9,9,10,3.875,5,5,3,1,5,4,4,4,2,0,10,5,7,5,1,7,6,4,5,4,5,0,0,0,0,4.666666667,4,4,5,5,4,5,5,5,5,4,4,5,5,5,5,2.6,3,3,3,3,3,3,3,1,1,3,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.8,8,7,9,7,8,6,6,6,6,6,NA,0,0,NA,3,2,0,1,0,0,0,0,NA,NA
R_2BkSUxRAA6BeocK,1,1,Canada,60,1,3,1,1,1,4,5,0,NA,NA,5,5,5,5,5,7,5,0,9,7,7,7,9,5,9,5,5,5,5,8,5,5,8,5,0,1,9,9,5,7,9,1,8,9,9,9,9,9,7,NA,7,8,7,7,8,3,3,3,3,3,3,3,3,3,2,0,6,5,4,6,6,6,4,4,4,5,4,1,0,1,0,3.666666667,5,3,3,4,2,4,4,2,2,5,3,5,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.8,7,7,3,5,7,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,NA,NA
R_2bOkdk0ePf2j5pS,1,1,Canada,33,0,4,2,1,2,1,10,10,1,3,10,10,10,10,10,10,10,1,10,10,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,NA,10,10,10,10,10,5,5,5,5,5,5,5,5,5,2,1,10,4,1,7,1,7,1,7,5,5,5,1,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1.6,3,3,0,3,0,3,3,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10,10,10,10,NA,10,10,NA,10,4,4,4,4,4,4,4,NA,NA
R_2BrCrA1K8mupX8E,1,1,Canada,36,1,4,1,1,3,1,10,0,1,3,5,5,4,6,5,5,4,1,5,4,7,6,7,6,3,6,6,4,8,3,6,5,8,3,4,4,4,7,6,6,3,7,6,5,4,5,5,5,6,NA,4,8,8,4,5,3.25,3,3,4,3,3,4,3,3,2,1,5,4.666666667,4,3,7,5,4,5,5,5,5,1,0,0,1,3.866666667,4,5,5,5,4,3,5,5,2,4,3,3,4,3,3,1.4,2,1,2,1,1,2,2,1,1,1,2,1,2,2,2,3,2,2,2,3,2,2,1,1,3,3.6,5,2,6,2,3,4.75,5,5,4,5,5.5,5,5,7,5,0,0,0,0,0,0,0,NA,NA
R_2c27QHa1jBwXdFo,1,1,Canada,32,NA,NA,NA,NA,2,9,7,2,0,NA,6,6,6,4,6,5,4,0,6,8,7,6,7,8,5,7,7,7,7,8,4,6,7,7,4,6,7,6,6,6,3,3,6,3,5,8,4,4,5,NA,5,7,5,3,5,3,3,3,2,3,3,4,3,3,9,0,6,3.833333333,4,4,3,4,3,5,3,3,4,NA,0,NA,0,2.8,2,4,3,3,3,3,3,3,2,3,3,3,2,3,2,1.7,2,3,1,2,1,2,2,1,1,2,2.285714286,2,2,3,0,2,3,2,4,2,2,3,1,3,3,4.4,3,5,3,6,5,5.5,6,7,5,4,6,5,7,6,6,2,1,1,2,2,2,2,NA,NA
R_2c6JQsXNAknxC2i,1,1,Canada,32,1,4,1,0,2,1,6,7,1,2,6,8,7,7,8,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,NA,5,6,6,6,6,3,3,4,3,3,4,2,2,3,3,0,10,4.166666667,2,6,3,6,3,5,3,4,3,3,1,1,1,3.266666667,3,4,3,3,3,3,4,4,3,3,3,4,3,3,3,1.6,2,3,1,2,1,2,2,1,1,1,NA,3,2,2,3,2,2,2,NA,3,2,2,2,2,3,6,6,6,5,6,7,6.25,6,7,6,6,5.5,6,7,4,5,2,2,3,2,2,1,3,NA,NA
R_2CEwgRN7BD4TlvD,1,1,Canada,55,1,4,2,0,1,1,5,6,1,3,6,10,4,0,7,6,9,0,6,5,5,10,9,7,7,8,7,6,5,10,6,7,8,7,6,5,6,7,5,6,8,5,8,9,9,10,10,10,6,NA,6,8,8,6,9,3.25,5,4,3,2,4,1,4,3,2,0,7,4.333333333,5,5,3,4,5,4,1,5,5,0,0,0,0,3.933333333,5,5,5,5,1,5,3,2,1,5,5,5,4,3,5,2.9,3,3,3,3,3,3,3,3,3,2,0.285714286,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1.6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA
R_2CexsRacUszjTet,1,1,Canada,46,1,3,5,1,2,9,6,4,0,1,3,4,1,5,3,2,7,1,0,1,2,3,4,5,4,0,1,0,2,1,2,5,3,5,1,2,4,4,2,3,4,5,3,0,3,5,4,3,1,NA,6,2,6,3,6,3,2,3,2,4,2,4,4,3,4,0,NA,4,5,4,5,4,4,2,3,4,3,1,0,1,0,2.933333333,4,3,2,4,2,2,3,3,2,3,2,3,4,4,3,1,0,1,1,3,1,1,0,2,1,0,1.714285714,1,2,1,2,1,1,2,3,3,3,1,0,2,2,3.2,4,3,4,3,2,4.5,6,4,3,5,5.25,5,4,6,6,3,2,1,3,2,3,2,NA,NA
R_2CftTJJvvut0TTV,1,1,Canada,44,1,4,1,1,2,1,6,8,1,3,1,0,3,0,3,0,3,1,3,2,3,7,7,1,2,7,6,5,4,6,0,0,6,1,1,7,6,7,6,1,6,5,5,9,8,7,7,6,8,NA,0,1,0,0,0,2.25,3,2,2,3,2,1,1,4,3,1,9,4.5,6,6,2,5,7,1,4,2,3,0,0,0,0,1.8,2,1,3,2,1,1,3,3,1,1,2,1,1,3,2,2.7,3,3,3,2,3,2,2,3,3,3,2.857142857,1,3,2,3,4,1,4,2,4,2,4,2,4,4,7.8,9,7,7,8,8,8.75,10,10,10,5,4.5,1,0,9,8,3,1,3,4,2,0,0,NA,NA
R_2ck2PXzv7DQqXdf,1,1,Canada,25,1,3,1,1,2,1,10,5,1,NA,9,7,5,6,7,10,4,1,10,8,9,9,8,3,4,3,8,9,8,8,7,8,8,9,10,8,8,8,10,7,7,8,6,7,7,7,5,6,1,NA,7,9,8,8,9,3.375,4,3,2,4,4,4,3,3,9,1,10,3.333333333,1,5,2,5,2,5,5,4,4,0,0,0,0,4.266666667,5,4,3,4,4,5,4,4,4,5,4,5,4,5,4,1.7,3,2,1,2,1,3,3,1,0,1,3.428571429,4,3,4,3,4,3,3,4,4,3,3,3,3,4,5.8,7,4,7,6,5,7.75,10,7,7,7,7,6,7,7,8,2,0,4,3,2,3,2,NA,NA
R_2CNDP5M1oGSJkDw,1,1,Canada,48,1,3,1,1,1,1,8,6,1,2,9,8,6,5,7,8,6,0,5,3,3,4,4,4,4,10,9,8,7,6,5,4,3,2,10,4,4,5,5,5,5,6,2,9,8,7,4,4,9,NA,8,7,7,7,7,3.25,1,2,3,4,4,4,4,4,2,0,8,4.166666667,3,6,3,6,1,6,1,2,2,0,0,0,0,2.866666667,1,2,3,3,4,3,2,1,2,3,3,4,4,3,5,0.9,0,1,2,2,1,0,1,1,1,0,2.285714286,0,1,1,1,2,2,3,3,4,3,4,3,3,2,3,4,3,2,4,2,5.5,2,4,8,8,5.5,4,7,5,6,1,1,2,2,3,3,4,NA,NA
R_2cnqrLypvWYpX50,1,1,Canada,20,0,3,1,0,2,2,7,5,0,2,5,8,5,6,6,5,2,0,4,2,7,9,6,4,5,3,NA,6,6,3,6,4,7,7,6,4,5,2,6,8,4,8,6,9,4,2,4,8,3,NA,6,7,4,6,7,3.5,3,4,2,4,3,4,4,4,9,1,7,4,4,4,4,4,4,4,4,4,3,0,0,0,0,3.4,4,3,4,3,4,3,4,3,3,3,3,3,4,3,4,1.4,1,2,3,1,1,2,0,2,1,1,1.785714286,1,3,0,1,0,3,3,4,4,0,1,1,2,2,4,2,7,3,4,4,5,4,7,4,5,5.75,6,6,4,7,2,3,1,2,1,3,2,NA,NA
R_2CQyXLh7WEmo9Ca,2,1,Canada,69,NA,3,NA,1,1,2,5,5,1,3,10,10,10,5,10,0,0,0,0,0,2,2,0,0,5,0,2,5,1,1,2,5,1,4,3,2,5,0,0,2,5,0,2,5,3,4,4,2,3,NA,3,3,4,0,5,3.75,5,5,3,3,5,3,3,3,2,0,3,3.166666667,5,3,3,4,1,3,5,5,3,2,1,1,0,4.133333333,5,5,3,5,3,5,3,5,3,3,5,4,5,3,5,1.8,1,3,1,3,2,3,3,0,1,1,1.714285714,2,2,0,2,2,2,2,0,1,2,2,1,3,3,8.2,8,8,9,8,8,3.75,5,5,4,1,1,1,1,1,1,4,0,1,2,1,3,0,NA,NA
R_2cuxnNyNK4VztXX,1,1,Canada,59,1,2,3,1,1,9,3,8,1,3,10,10,10,0,0,7,10,1,3,2,2,2,3,2,8,8,8,6,NA,6,5,9,9,7,2,2,7,2,2,2,5,0,2,8,8,8,8,8,7,NA,7,7,7,7,7,3.75,5,3,2,3,5,3,5,4,2,0,10,4.333333333,6,6,4,7,1,2,5,5,5,2,0,1,1,3.933333333,3,5,5,5,1,3,5,5,4,2,3,5,5,5,3,1.8,3,3,2,2,2,2,1,1,1,1,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,8,5,4,4,1.5,4,2,0,0,0.25,1,0,0,0,0,0,0,0,0,0,2,NA,NA
R_2CuZ871YDU9CO1K,1,1,Canada,59,0,4,2,1,2,3,6,6,1,3,7,7,9,0,1,7,8,1,7,5,5,8,8,9,9,4,6,8,6,6,4,8,6,7,2,6,9,6,5,2,8,5,7,9,9,9,9,9,4,NA,5,5,6,5,4,4.125,5,4,4,4,5,3,3,5,2,0,9,5.666666667,7,6,5,6,4,6,4,5,5,NA,NA,1,0,4,4,4,5,4,4,4,4,5,3,3,4,5,5,2,4,2.4,3,3,3,2,3,2,2,2,3,1,1.357142857,0,2,1,0,0,0,2,3,2,2,2,1,1,3,5.6,6,7,4,5,6,5,7,6,5,2,0,0,0,0,0,1,0,0,2,0,0,1,NA,NA
R_2CvREpEGvtHW0mF,1,1,Canada,40,0,3,5,1,2,1,8,10,NA,1,10,10,10,5,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,NA,0,0,0,0,0,NA,NA,1,5,5,5,5,5,5,2,1,7,3.833333333,4,7,1,1,7,3,5,5,2,0,0,0,0,3.666666667,5,1,5,5,1,4,5,5,3,4,3,5,5,1,3,1.7,2,3,2,3,1,3,3,0,0,0,3.142857143,3,4,0,4,4,4,4,1,3,4,4,1,4,4,10,10,10,10,10,10,9,8,8,10,10,3.25,10,0,0,3,4,1,4,4,3,3,0,NA,NA
R_2cwnzq8FwJEVXiO,1,1,Canada,43,0,3,1,1,1,1,5,6,1,3,7,7,8,8,7,7,8,1,10,6,6,8,9,9,10,7,5,3,7,10,6,6,7,4,7,7,9,6,5,6,8,4,10,9,9,9,9,8,9,NA,6,8,10,9,10,3.75,4,4,4,3,3,4,4,4,4,0,7,3.833333333,3,6,1,6,3,4,5,4,2,2,0,1,1,3.866666667,4,5,5,3,3,3,4,4,4,4,4,4,3,4,4,2.6,3,3,3,3,3,3,2,3,1,2,1.785714286,3,3,2,1,3,3,3,1,1,1,1,1,1,1,5.8,6,8,3,5,7,1,1,1,0,2,1.25,1,2,2,0,3,0,0,0,0,0,1,NA,NA
R_2D1XLhbIRyhwRRu,1,1,Canada,60,1,4,1,0,2,3,5,4,0,NA,5,5,5,5,5,6,10,0,6,1,3,4,4,0,3,5,5,4,3,6,4,3,7,5,3,3,3,3,3,4,4,4,8,9,6,6,6,6,5,NA,5,5,5,5,5,4.125,5,5,4,4,4,3,4,4,1,NA,6,4.333333333,4,4,4,4,6,4,4,4,5,0,0,0,0,4.2,5,5,5,5,1,5,5,5,3,3,5,5,5,1,5,NA,NA,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4.75,5,5,4,5,5,5,5,5,5,2,2,3,2,1,2,2,NA,NA
R_2D7j1kZXKKsn9VX,1,1,Canada,21,0,4,3,1,2,1,6,4,1,2,4,6,0,0,2,2,6,NA,2,2,1,2,4,3,3,2,NA,3,3,3,2,8,3,5,2,3,3,3,4,2,8,3,5,7,8,6,6,7,0,NA,0,6,6,3,3,4,4,4,4,4,4,4,4,4,4,0,5,4,4,4,4,4,4,4,4,4,2,1,0,0,1,3,4,4,4,4,3,4,2,3,1,4,4,1,2,4,1,1.8,2,3,3,3,3,1,3,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.2,9,8,6,5,3,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,NA,NA
R_2dHn5yT4wBUqRqs,1,1,Canada,27,0,3,2,1,2,1,5,2,1,2,3,3,4,2,2,4,3,0,3,2,2,3,5,6,4,3,6,3,5,2,2,5,5,2,3,6,3,3,2,2,7,5,5,7,7,7,7,6,2,NA,2,4,7,4,4,3,3,3,3,3,3,3,3,3,9,0,7,3.833333333,4,4,4,3,4,4,3,4,4,1,0,1,0,2.933333333,3,4,4,4,2,2,3,3,3,2,2,4,4,2,2,1.8,2,2,3,1,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.8,1,1,2,2,3,6.5,8,7,6,5,5.5,6,6,5,5,2,2,2,2,2,2,2,NA,NA
R_2dMT62JTPj8jMGs,1,1,Canada,44,1,3,1,1,1,1,5,7,1,3,7,7,7,4,6,8,8,1,8,7,8,9,9,8,6,8,8,10,9,9,10,8,9,8,7,7,5,8,6,6,8,8,9,6,7,7,7,5,8,NA,8,8,7,7,8,3.375,5,4,3,3,3,3,3,3,9,0,7,4.333333333,4,7,3,6,3,3,3,3,3,1,0,0,1,3.066666667,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,0,3,0,3,0,0,3,3,3,1.857142857,0,2,2,2,2,2,2,2,2,2,2,2,2,2,5,6,5,4,5,5,4.75,5,5,4,5,5,5,5,5,5,2,2,2,2,2,2,2,NA,NA
R_2dnEUcAATFVgxGd,1,1,Canada,35,1,4,1,1,2,1,5,8,1,3,8,8,9,8,8,8,8,1,8,9,9,8,9,9,8,8,9,9,8,9,9,8,9,9,8,9,9,8,9,9,8,9,9,8,9,9,8,9,8,NA,9,8,8,7,8,4.375,4,5,4,5,4,4,4,5,4,0,8,3.666666667,2,5,2,5,2,6,4,5,4,2,0,1,1,4.466666667,4,4,5,4,5,4,5,5,4,5,4,5,4,5,4,1.5,2,2,1,2,1,2,2,1,1,1,2.714285714,3,3,2,3,3,2,3,3,2,3,3,2,3,3,7.2,7,6,6,9,8,8.5,9,8,8,9,8.5,8,9,9,8,3,4,3,3,4,3,3,NA,NA
R_2doubXsixpbQZYA,1,1,Canada,71,1,4,3,0,2,3,6,8,1,3,6,3,4,3,3,6,7,1,7,6,6,7,7,5,6,6,6,5,5,6,5,6,6,6,5,6,6,6,6,6,6,5,6,7,6,7,6,6,7,NA,7,6,5,6,6,3.125,4,4,3,3,2,3,3,3,2,1,7,4,4,4,4,4,4,4,4,3,3,1,0,1,0,3.266666667,4,3,4,3,3,3,4,3,3,3,2,4,3,4,3,2.6,3,2,3,2,1,3,3,3,3,3,0.785714286,0,1,0,2,1,1,0,0,1,1,1,1,1,1,4.2,6,6,3,3,3,5.5,7,6,6,3,3,5,3,2,2,1,0,1,1,2,1,1,NA,NA
R_2DP3k8qHPe5W02X,1,1,Canada,25,1,4,1,1,2,1,3,3,1,2,7,8,1,1,5,5,7,0,6,3,4,6,7,2,6,7,9,3,5,8,3,2,10,1,2,3,6,5,3,2,7,2,6,8,7,8,6,7,6,NA,7,8,9,8,7,3.375,4,2,4,2,4,2,4,5,9,0,7,4.333333333,5,5,2,5,4,5,4,3,4,2,0,1,1,3.6,4,3,2,4,2,4,5,5,4,4,4,4,3,2,4,1.9,3,3,1,3,1,3,1,1,2,1,2.428571429,2,2,2,1,4,1,1,3,1,3,3,3,4,4,7,9,8,7,6,5,4.75,7,6,5,1,2.5,3,2,2,3,1,0,0,0,0,0,0,NA,NA
R_2dR1v7VtDe1fwU3,1,1,Canada,56,0,4,2,1,1,2,3,7,1,1,10,10,7,7,8,2,2,0,3,3,3,3,3,3,3,10,10,6,6,8,3,8,10,6,0,0,0,4,0,1,4,0,6,4,6,6,4,6,1,NA,1,1,1,1,1,4,4,4,5,4,4,3,4,4,9,0,3,2.166666667,2,2,1,2,4,2,4,5,3,0,0,0,0,3.733333333,4,3,4,5,2,5,4,4,3,5,3,4,4,2,4,2.4,3,3,3,3,3,2,2,1,1,3,1.714285714,1,2,0,2,3,2,2,0,1,2,2,1,3,3,5.8,7,7,4,6,5,3.25,5,1,6,1,0.25,1,0,0,0,2,2,3,1,1,3,0,NA,NA
R_2DRIfH9CEDzixjY,1,1,Canada,64,0,5,1,0,2,1,5,7,1,3,9,6,5,2,2,8,8,1,7,5,6,8,7,8,5,8,6,5,4,5,4,5,6,3,7,4,8,4,4,3,7,2,7,8,9,9,9,9,6,NA,8,8,8,7,8,3.5,5,4,3,3,4,3,3,3,1,0,10,5.333333333,7,7,4,5,4,5,5,4,4,0,0,0,0,3.133333333,5,3,3,2,4,3,3,3,2,4,4,3,3,2,3,2.4,3,3,3,2,3,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,4,5,3,3,2,5.25,7,5,7,2,1.75,5,2,0,0,0,0,0,0,0,0,0,NA,NA
R_2DTFOYhveWIbBWx,1,1,Canada,72,0,4,3,1,2,3,5,8,1,3,8,9,7,3,9,8,8,1,7,7,7,8,8,7,7,7,7,7,7,8,6,7,6,6,7,7,8,7,7,6,8,6,8,8,8,8,7,8,6,NA,7,8,8,7,8,2.5,4,2,4,2,2,2,2,2,2,0,2,4.666666667,7,2,6,5,3,5,5,5,5,0,0,0,0,2.8,2,2,4,4,2,2,4,4,2,2,2,4,4,2,2,2.5,2,2,3,2,3,2,2,3,3,3,1.428571429,1,1,1,1,1,1,1,1,3,1,1,1,3,3,6,6,6,6,6,6,6,9,4,5,6,5,7,5,5,3,0,0,0,0,0,0,0,NA,NA
R_2du1OwgGRNSMook,1,1,Canada,52,0,3,3,1,2,1,2,4,1,3,2,6,5,0,5,3,4,1,5,3,3,3,6,6,3,7,8,4,7,9,6,6,5,3,2,3,2,4,3,8,3,3,4,3,2,3,6,4,6,NA,5,7,8,6,7,3.875,4,3,3,4,5,4,4,4,2,1,6,5.333333333,4,6,7,6,4,5,4,3,4,1,0,1,0,4.2,5,4,5,4,4,4,4,4,4,4,3,5,5,3,5,2.1,2,2,2,2,3,2,2,2,2,2,1.285714286,2,1,1,3,1,1,1,1,2,1,1,0,1,2,7.6,7,8,8,8,7,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,1,1,NA,NA
R_2dXQI1xwpCTLegM,1,1,Canada,23,1,3,1,0,2,2,4,8,1,3,6,7,8,0,3,10,9,1,9,7,7,7,9,9,4,1,5,4,2,7,3,8,3,2,1,3,3,6,3,8,10,3,5,7,8,6,5,5,3,NA,3,8,9,3,10,3.125,4,2,2,3,5,4,2,3,2,0,7,3.166666667,3,2,3,3,4,4,3,4,3,0,0,0,0,4,4,5,4,2,2,4,4,5,3,4,5,5,5,4,4,2.7,3,3,3,3,3,3,3,2,1,3,0.428571429,0,1,1,1,0,0,0,0,0,0,0,0,2,1,3.2,9,3,3,1,0,4.75,7,8,4,0,4.75,6,6,6,1,1,0,0,1,0,0,0,NA,NA
R_2dXTPk2ZlAhCBhf,1,1,Canada,22,0,3,1,1,1,5,6,2,1,1,6,9,6,7,7,7,6,0,8,4,8,10,6,9,6,3,8,8,10,7,6,7,2,9,3,2,5,9,10,3,7,9,6,8,1,4,5,3,3,NA,8,8,4,4,8,3.5,3,4,2,5,4,4,3,3,1,1,8,3.5,1,5,4,4,3,4,3,4,4,2,0,1,1,3.333333333,4,5,4,3,2,1,4,2,5,3,3,3,4,4,3,1.4,3,2,2,1,3,0,0,1,1,1,2.5,4,0,3,4,4,2,3,2,2,3,3,0,3,2,2.6,6,1,1,1,4,6.5,6,5,7,8,5.75,2,7,7,7,1,2,3,2,2,1,4,NA,NA
R_2dyHreXw6NaOrq3,1,1,Canada,33,1,4,1,1,2,1,9,10,1,3,9,9,10,9,10,10,10,1,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,9,9,9,10,10,10,10,10,10,9,9,9,9,9,10,NA,10,10,10,10,9,5,5,5,5,5,5,5,5,5,1,1,9,4.166666667,2,6,1,7,2,7,5,5,5,NA,0,0,NA,4.533333333,5,5,5,4,4,5,5,4,4,5,4,4,5,5,4,1.2,2,2,1,3,0,2,2,0,0,0,3.142857143,3,3,3,3,3,3,3,3,4,4,3,3,3,3,9.2,9,10,9,9,9,9.25,9,9,9,10,9.25,10,9,9,9,3,3,3,4,4,3,4,NA,NA
R_2dZ0fCKKe3UHcRn,1,1,Canada,36,1,4,1,1,2,1,10,10,1,3,10,9,9,10,10,10,9,1,9,9,9,10,10,10,9,10,10,10,9,9,9,10,10,10,9,9,9,9,10,10,10,9,9,9,9,10,9,9,9,NA,9,9,9,9,9,4.625,5,4,5,5,4,4,5,5,1,1,10,4,2,6,2,6,2,6,4,5,5,NA,0,0,NA,4.666666667,5,5,5,4,4,5,5,5,5,5,4,4,4,5,5,1.6,2,2,1,3,0,3,3,0,1,1,3.285714286,3,3,3,3,3,3,3,3,3,3,4,4,4,4,9.4,9,10,9,10,9,9.25,9,9,9,10,9.5,10,9,9,10,3,3,3,4,4,4,3,NA,NA
